genotype,cell_group,timepoint.bin.n,cells_per_embryo,cells_per_embryo_cv,cells_per_embryo_cv.stderr,num_embryos,total_cells,model_fit,model_sd,model_fit_lower,model_fit_upper,expected_cv,cv_test_stat,cv_z_stat_p_val,cv_rel
32C,neural progenitor (hindbrain),2,36.19975,0.494738469485142,0.0453526011399067,2856,21749,0.364406840721756,0.126450262141619,0.111506316438517,0.617307365004995,0.364406840721756,0.970181529475262,0.16597800788177,1.35765417714236
32C,neural progenitor (hindbrain),3,8.296,1.03413628868998,0.0947991181564437,3689,21749,0.493303921647382,0.2268720509633,0.0395598197207809,0.947048023573982,0.493303921647382,2.19956349798916,0.0139189396815259,2.09634718742251
32C,neural progenitor (hindbrain),4,3.2064,1.1685558060826,0.107121335112951,3570,21749,0.843209361432022,0.539976284680021,-0.23674320792802,1.92316193079206,0.843209361432022,0.591002575574659,0.277259347621973,1.38584301779815
32C,neural progenitor (MHB),1,47.2005588235294,0.236940843830165,0.0217203315423708,4046,17581,0.330414612176144,0.0903435461428379,0.149727519890468,0.51110170446182,0.330414612176144,-1.00598276849427,0.842788070429688,0.717101590240362
32C,neural progenitor (MHB),2,28.7985,0.29747237317102,0.0272692477393289,2856,17581,0.370589601267748,0.129054448318695,0.112480704630357,0.628698497905139,0.370589601267748,-0.554321580824945,0.710320608258169,0.802700270470079
32C,neural progenitor (MHB),3,18.3982580645161,0.388004238807154,0.0355682902555094,3689,17581,0.421692679605695,0.187605055389231,0.0464825688272325,0.796902790384156,0.421692679605695,-0.176428219808227,0.570021231911925,0.920111392898637
32C,neural progenitor (MHB),4,14.2523,0.372020077815707,0.0341030246197977,3570,17581,0.475520983398236,0.269746134959671,-0.0639712865211055,1.01501325331758,0.475520983398236,-0.380667293608907,0.648274929619198,0.78234208542623
32C,neural progenitor (telencephalon/diencephalon),1,38.5924705882353,0.224676256194628,0.0205960386371541,4046,15430,0.334135598278224,0.0915777657056765,0.150980066866871,0.517291129689577,0.334135598278224,-1.16613282767966,0.878219627069694,0.672410414671072
32C,neural progenitor (telencephalon/diencephalon),2,25.1567083333333,0.273094491800466,0.0250345310180171,2856,15430,0.375030611270958,0.130930699318044,0.11316921263487,0.636892009907045,0.375030611270958,-0.764697317940259,0.777774098174026,0.728192535737188
32C,neural progenitor (telencephalon/diencephalon),3,17.222935483871,0.35543228629365,0.032582424264069,3689,15430,0.42541562908938,0.189613782723427,0.046188063642526,0.804643194536234,0.42541562908938,-0.363752343878571,0.641978523881879,0.835494189657459
32C,neural progenitor (telencephalon/diencephalon),4,13.4519666666667,0.361351368562335,0.033125025646018,3570,15430,0.480248440073636,0.272998874801404,-0.0657493095291721,1.02624618967644,0.480248440073636,-0.432351120799085,0.667256881110865,0.752425907946582
32C,neural tube-like connective tissue (+ taste bud),1,13.8556470588235,0.336031938079982,0.0308039972591396,4046,13161,0.372849594195235,0.10458714158871,0.163675311017815,0.582023877372655,0.372849594195235,-0.337686341200088,0.632200215552216,0.901253329255404
32C,neural tube-like connective tissue (+ taste bud),2,13.290875,0.357749042911811,0.0327948009950538,2856,13161,0.407935130049285,0.144976170584372,0.117982788880541,0.697887471218029,0.407935130049285,-0.337637130685413,0.632181671278324,0.876975324161439
32C,neural tube-like connective tissue (+ taste bud),3,15.3898709677419,0.378440367984939,0.0346915716546596,3689,13161,0.432445064505431,0.193416667349738,0.0456117298059562,0.819278399204906,0.432445064505431,-0.274828568716467,0.608276025867103,0.875117787314198
32C,neural tube-like connective tissue (+ taste bud),4,18.53,0.308058759892067,0.0282397002189432,3570,13161,0.457614142819981,0.257487742976182,-0.0573613431323839,0.972589628772345,0.457614142819981,-0.577363258791643,0.718152955712339,0.673184526146197
32C,neuromast support cell,1,7.46788235294118,0.434454054152464,0.0398263378469377,4046,6130,0.431587856376155,0.124871048877415,0.181845758621325,0.681329954130986,0.431587856376155,0.0218679602725618,0.491276641329538,1.00664105287942
32C,neuromast support cell,2,6.62295833333333,0.387041086953816,0.0354799982698729,2856,6130,0.48814851927881,0.180201615727665,0.12774528782348,0.84855175073414,0.48814851927881,-0.55051044010325,0.709015340930847,0.792875675471945
32C,neuromast support cell,3,6.36825806451613,0.405451008720397,0.037167633031256,3689,6130,0.537858665975374,0.251931916240859,0.0339948334936566,1.04172249845709,0.537858665975374,-0.519941340771413,0.698447769839302,0.753824441937988
32C,neuromast support cell,4,5.96393333333333,0.510332471026139,0.0467821009174354,3570,6130,0.599136367471799,0.356904943602911,-0.114673519734023,1.31294625467762,0.599136367471799,-0.246706327770668,0.597432245469424,0.851780160132175
32C,"neuron (cranial ganglia sensory, Rohon-Beard)",1,3.10552941176471,0.732789158141951,0.0671746719907295,4046,3480,0.673996780323999,0.214301545804921,0.245393688714157,1.10259987193384,0.673996780323999,0.261784461942605,0.396743809501788,1.08722946389995
32C,"neuron (cranial ganglia sensory, Rohon-Beard)",2,4.61429166666667,0.594909508379638,0.0545352652199407,2856,3480,0.570424407072403,0.217632010182688,0.135160386707028,1.00568842743778,0.570424407072403,0.109132686389042,0.456548624861477,1.04292435773024
32C,"neuron (cranial ganglia sensory, Rohon-Beard)",3,4.56812903225807,0.715541901367474,0.0655936185544272,3689,3480,0.622806458625727,0.300917657675633,0.0209711432744615,1.22464177397699,0.622806458625727,0.301105034866797,0.38166720091224,1.14889929521023
32C,"neuron (cranial ganglia sensory, Rohon-Beard)",4,3.7758,0.61386093380338,0.0562725395401893,3570,3480,0.75427764650875,0.47176452613223,-0.189251405755711,1.69780669877321,0.75427764650875,-0.295546439604973,0.61621175895548,0.813839488210604
32C,"neuron (cranial ganglion, enteric)",1,10.8284411764706,0.31462529247068,0.0288416532734933,4046,7702,0.391110182608882,0.110825309801074,0.169459563006734,0.612760802211029,0.391110182608882,-0.667892494470076,0.747898890638971,0.804441578002359
32C,"neuron (cranial ganglion, enteric)",2,7.25783333333333,0.476698824332163,0.0436989095800409,2856,7702,0.473106362305946,0.173495558173454,0.126115245959038,0.820097478652854,0.473106362305946,0.0200792409322548,0.491990080071841,1.00759334964067
32C,"neuron (cranial ganglion, enteric)",3,8.09367741935484,0.378536992828809,0.0347004292395748,3689,7702,0.496839036907462,0.228843471863449,0.0391520931805635,0.95452598063436,0.496839036907462,-0.511113583916854,0.695364237676595,0.761890601803322
32C,"neuron (cranial ganglion, enteric)",4,9.7167,0.358498378508482,0.0328634924765777,3570,7702,0.513897989811372,0.296344541434709,-0.0787910930580463,1.10658707268079,0.513897989811372,-0.521193285734304,0.698883934505456,0.697606111750058
32C,"neurons (differentiating, contains peripheral)",1,29.3723823529412,0.292246497683615,0.0267901925188328,4046,37628,0.340638634385021,0.0937417457482147,0.153155142888592,0.52812212588145,0.340638634385021,-0.496356254868344,0.690178458504002,0.857937028227078
32C,"neurons (differentiating, contains peripheral)",2,42.837,0.24230606668157,0.0222121607147813,2856,37628,0.360729302589407,0.124905698522772,0.110917905543863,0.61054069963495,0.360729302589407,-0.933456207725668,0.824707764485432,0.671711626813336
32C,"neurons (differentiating, contains peripheral)",3,59.2820967741936,0.296122054417214,0.0271454642221167,3689,37628,0.385849306715002,0.168461519492145,0.0489262677307109,0.722772345699292,0.385849306715002,-0.525844482835587,0.700501867538321,0.767455193682486
32C,"neurons (differentiating, contains peripheral)",4,74.5014333333333,0.294556564458326,0.0270019559928741,3570,37628,0.415692616605573,0.229190955334505,-0.0426892940634373,0.874074527274584,0.415692616605573,-0.524907310755396,0.700176186517258,0.708592245067017
32C,"neurons (gabaergic, glutamatergic; contains Purkinje)",1,11.4974411764706,0.365679951937728,0.0335218262334664,4046,19067,0.386161339718653,0.10912847204121,0.167904395636232,0.604418283801073,0.386161339718653,-0.17940790598828,0.571191287988408,0.946961578816132
32C,"neurons (gabaergic, glutamatergic; contains Purkinje)",2,19.184875,0.400283632356691,0.0366939404166372,2856,19067,0.386190305264059,0.135666165828331,0.114857973607398,0.65752263692072,0.386190305264059,0.100279162832897,0.46006134987348,1.03649321824119
32C,"neurons (gabaergic, glutamatergic; contains Purkinje)",3,24.9588064516129,0.353031909575532,0.032362382091089,3689,19067,0.407654451773553,0.18006464323023,0.0475251653130935,0.767783738234013,0.407654451773553,-0.298565871715953,0.617364345644868,0.866007737777968
32C,"neurons (gabaergic, glutamatergic; contains Purkinje)",4,27.0674,0.249690076263512,0.0228890517633621,3570,19067,0.439522370282677,0.245205469290668,-0.0508885682986584,0.929933308864013,0.439522370282677,-0.770825396571205,0.779594784145242,0.568094124772135
32C,"neurons (gabaergic, glutamatergic)",1,8.54755882352941,0.394977076757302,0.0362074892624015,4046,24668,0.414630575672224,0.118951333728926,0.176727908214371,0.652533243130076,0.414630575672224,-0.158062733021755,0.562796316930815,0.952599976779188
32C,"neurons (gabaergic, glutamatergic)",2,13.727875,0.287950437722595,0.0263963733478919,2856,24668,0.405626302303511,0.143982557789041,0.117661186725428,0.693591417881593,0.405626302303511,-0.803894686840341,0.789271100588855,0.709890941705096
32C,"neurons (gabaergic, glutamatergic)",3,22.8692580645161,0.351429648431859,0.0322155030528638,3689,24668,0.411206359759876,0.181967377110911,0.0472716055380528,0.775141113981698,0.411206359759876,-0.323472143922533,0.626831149768146,0.854630868639962
32C,"neurons (gabaergic, glutamatergic)",4,32.9708333333333,0.35634430497101,0.0326660288791488,3570,24668,0.432686128444308,0.240591986551461,-0.0484978446586131,0.913870101547229,0.432686128444308,-0.314423377564084,0.623400248457021,0.823563043844785
32C,notochord,1,6.53844117647059,1.19790903311863,0.109812141023637,4046,16278,0.451501889686033,0.131885972995914,0.187729943694205,0.715273835677861,0.451501889686033,4.34924475271165,6.83035908832785e-06,2.65316504865935
32C,notochord,2,12.1148333333333,1.17171701718003,0.107411122859131,2856,16278,0.415057335671205,0.14804871951826,0.118959896634686,0.711154774707725,0.415057335671205,4.136817473508,1.76078005457159e-05,2.8230244751251
32C,notochord,3,17.7292258064516,1.1765067330609,0.10785019539405,3689,16278,0.423747341312382,0.188713191543788,0.0463209582248049,0.801173724399958,0.423747341312382,3.46322988352644,0.000266866092470952,2.7764344890452
32C,notochord,4,11.2955333333333,1.01435869461529,0.0929861090801331,3570,16278,0.496674780172555,0.284353473156809,-0.0720321661410622,1.06538172648617,0.496674780172555,1.73039444511944,0.0417799128170597,2.04229957934018
32C,olfactory vesicle/bulb,1,4.59476470588235,0.622958009881524,0.0571064671370079,4046,3724,0.526313981085612,0.158809831623669,0.208694317838275,0.84393364433295,0.526313981085612,0.572653588807906,0.283439633843468,1.18362428563377
32C,olfactory vesicle/bulb,2,3.00833333333333,0.651922136151976,0.0597616042389938,2856,3724,0.750353975681351,0.303384086975783,0.143585801729786,1.35712214963292,0.750353975681351,-0.318329088655836,0.624882339264861,0.868819460255415
32C,olfactory vesicle/bulb,3,3.45516129032258,0.586856178153504,0.0537970176485038,3689,3724,0.73607984176392,0.368451246755398,-0.000822651746875569,1.47298233527471,0.73607984176392,-0.400753267121944,0.655699105584845,0.797272449069085
32C,olfactory vesicle/bulb,4,4.5116,0.535991133855537,0.0491342266825817,3570,3724,0.68089020464469,0.416736913494179,-0.152583622343668,1.51436403163305,0.68089020464469,-0.345307384341768,0.635068352095758,0.787191723715917
32C,pectoral fin bud (osteoblast+),1,9.57761764705882,0.546280327482085,0.0500774355158906,4046,6853,0.402449858262901,0.114730495922534,0.172988866417833,0.63191085010797,0.402449858262901,1.14895973995923,0.125286291060826,1.357387302458
32C,pectoral fin bud (osteoblast+),2,5.68591666666667,0.57067113895742,0.0523133375379644,2856,6853,0.51779913756129,0.193547915329335,0.13070330690262,0.90489496821996,0.51779913756129,0.26370983805276,0.396001757072479,1.10210909513126
32C,pectoral fin bud (osteoblast+),3,3.72864516129032,0.665122116871564,0.0609716444876385,3689,6853,0.699966553690427,0.346663507760084,0.00663953817025831,1.3932935692106,0.699966553690427,-0.098994220145804,0.539428570390626,0.950219854598548
32C,pectoral fin bud (osteoblast+),4,3.048,0.678802374873377,0.0622257116825605,3570,6853,0.876225994296223,0.565699815854513,-0.255173637412802,2.00762562600525,0.876225994296223,-0.346897736183789,0.635665926282464,0.774688698226289
32C,periderm,1,256.521264705882,0.288167282040399,0.0264162514339139,4046,291725,0.317151577517557,0.0859683979484859,0.145214781620586,0.489088373414529,0.317151577517557,-0.322278900607315,0.626379291996452,0.908610590229356
32C,periderm,2,315.251583333333,0.202173349500853,0.0185332005626591,2856,291725,0.343890773655718,0.117876465615809,0.1081378424241,0.579643704887336,0.343890773655718,-1.187663911539,0.882517076412339,0.587899894352083
32C,periderm,3,362.365096774194,0.181123315218657,0.016603547083771,3689,291725,0.373161775528243,0.1617732526246,0.0496152702790427,0.696708280777444,0.373161775528243,-1.18088079253295,0.881174958680836,0.485374781386065
32C,periderm,4,391.8269,0.138956533028844,0.0127381244979793,3570,291725,0.405120928326614,0.222147725326147,-0.0391745223256803,0.849416378978908,0.405120928326614,-1.1961765592486,0.884186166861099,0.343000134806207
32C,periocular mesenchyme,1,1.14185294117647,1.28046884616522,0.11738038667711,4046,3495,2.50369181907881,1.05094064528726,0.401810528504298,4.60557310965332,2.50369181907881,-1.15673884993167,0.876310463995811,0.51143229226844
32C,periocular mesenchyme,2,4.09308333333333,0.576676648127475,0.0528638616609723,2856,3495,0.608975790721845,0.235578824404265,0.137818141913316,1.08013343953038,0.608975790721845,-0.133778593626878,0.55321117258404,0.946961532647982
32C,periocular mesenchyme,3,4.411,0.546252733090511,0.0500749059421624,3689,3495,0.634422572387052,0.307731441921331,0.0189596885443906,1.24988545622971,0.634422572387052,-0.282795964627905,0.611333376059117,0.861023483189135
32C,periocular mesenchyme,4,4.61006666666667,0.517888994902499,0.0474748063254571,3570,3495,0.673293899575141,0.411110217835678,-0.148926536096215,1.4955143352465,0.673293899575141,-0.375517186070417,0.646362066290558,0.769187119071322
32C,"pharyngeal arch (contains muscle, early cartilage)",1,1.23276470588235,0.999177391131582,0.091594441271489,4046,10774,2.14838177610505,0.873051517757783,0.402278740589481,3.89448481162062,2.14838177610505,-1.30912277527496,0.904753617213972,0.465083721266274
32C,"pharyngeal arch (contains muscle, early cartilage)",2,4.674875,0.797173370370163,0.0730767630489242,2856,10774,0.566640507734898,0.215884018155852,0.134872471423194,0.998408544046602,0.566640507734898,1.01147761323226,0.155893945272725,1.40684147971843
32C,"pharyngeal arch (contains muscle, early cartilage)",3,10.6319677419355,0.586945652028574,0.0538052197051837,3689,10774,0.463295052256336,0.210259147042471,0.0427767581713939,0.883813346341278,0.463295052256336,0.569728237949399,0.284431017302403,1.26689384911416
32C,"pharyngeal arch (contains muscle, early cartilage)",4,17.6608,0.55041651826897,0.0504565995036666,3570,10774,0.460503549333807,0.259458967618,-0.0584143859021926,0.979421484569807,0.460503549333807,0.340167683641693,0.366865126641562,1.19524924197704
32C,pharyngeal arch (early),1,45.8730588235294,0.169831552079872,0.0155684328539587,4046,31422,0.330895022422927,0.0905027295033829,0.149889563416161,0.511900481429692,0.330895022422927,-1.75389224737083,0.96027551386953,0.513249038430096
32C,pharyngeal arch (early),2,54.5100833333333,0.296772393144318,0.0272050806754861,2856,31422,0.356481063317885,0.123125586959466,0.110229889398952,0.602732237236818,0.356481063317885,-0.473520159851242,0.682078939201617,0.832505352127713
32C,pharyngeal arch (early),3,54.2876774193548,0.37324835992472,0.0342156210561235,3689,31422,0.387270930032118,0.16921386510735,0.0488431998174191,0.725698660246818,0.387270930032118,-0.0812250607553645,0.532368515120248,0.96379131760229
32C,pharyngeal arch (early),4,55.4738333333333,0.24220381685115,0.0222027874881945,3570,31422,0.420252803279171,0.232240893058867,-0.0442289828385631,0.884734589396904,0.420252803279171,-0.763176767593521,0.777321008916499,0.576328854825642
32C,pharyngeal arch (NC-derived),1,15.7872647058824,0.371738664335021,0.0340772274883189,4046,8403,0.365128253111755,0.101968596949165,0.161191059213426,0.569065447010085,0.365128253111755,0.0614852752927943,0.475486370416328,1.01810435420138
32C,pharyngeal arch (NC-derived),2,3.663,0.760280528175228,0.0696948017498046,2856,8403,0.651812681153355,0.255804284871441,0.140204111410473,1.16342125089624,0.651812681153355,0.409114027183606,0.341227991339833,1.1664095378291
32C,pharyngeal arch (NC-derived),3,0.787451612903226,1.89477451521812,0.17369369503078,3689,8403,7.5168316999264,6.15287370201277,-4.78891570409915,19.822579103952,7.5168316999264,-0.913364818376425,0.819474648801017,0.252070897800821
32C,pharyngeal arch (NC-derived),4,0.4064,2.87021174103013,0.263111878915504,3570,8403,137.212487011922,258.172425766451,-379.13236452098,653.557338544823,137.212487011922,-0.520358458522841,0.698593120919971,0.0209180068340336
32C,posterior spinal cord progenitors,1,8.90517647058824,0.809345339190645,0.0741925656012852,4046,5553,0.41003977952118,0.117357415452386,0.175324948616408,0.644754610425952,0.41003977952118,2.87595612882241,0.00201402846394616,1.97382151589231
32C,posterior spinal cord progenitors,2,9.63475,0.679101831542127,0.0622531628303774,2856,5553,0.436491370376027,0.15736230560297,0.121766759170088,0.751215981581967,0.436491370376027,1.43362483480555,0.0758396762363351,1.55581960522403
32C,posterior spinal cord progenitors,3,5.83796774193548,0.831599282086726,0.0762325812018641,3689,5553,0.556349987612269,0.262464306631229,0.0314213743498116,1.08127860087473,0.556349987612269,1.00709179304682,0.156945332359626,1.49474126108237
32C,posterior spinal cord progenitors,4,3.68616666666667,0.869373613363594,0.0796953484726392,3570,5553,0.765877241021479,0.48056935625589,-0.1952614714903,1.72701595353326,0.765877241021479,0.212460331866152,0.415873960949842,1.13513441423599
32C,red blood cell,1,10.3049117647059,0.737090468431407,0.0675689724584891,4046,4058,0.395482929406658,0.112328406580784,0.170826116245089,0.620139742568227,0.395482929406658,2.6060032743924,0.00458027929532068,1.86377315839463
32C,red blood cell,2,9.79183333333333,0.510616383153088,0.0468081270994416,2856,4058,0.434772462634424,0.156611759944259,0.121548942745906,0.747995982522942,0.434772462634424,0.463998757570021,0.321324317888623,1.17444508803318
32C,red blood cell,3,6.36658064516129,0.694733056937003,0.0636860749129966,3689,4058,0.53791140256073,0.251961846622567,0.0339877093155961,1.04183509580586,0.53791140256073,0.603424987401622,0.273113001779509,1.29153807416932
32C,red blood cell,4,5.37086666666667,0.684720322217534,0.0627682090261486,3570,4058,0.62600975320876,0.37639274889043,-0.1267757445721,1.37879525098962,0.62600975320876,0.153857501659024,0.438861046892064,1.09378539025604
32C,retinal neuron,1,9.16511764705882,0.487828797459166,0.0447191925437897,4046,24211,0.406956659673391,0.11628907600285,0.174378507667691,0.639534811679091,0.406956659673391,0.64910016407679,0.25813681790611,1.1987242028443
32C,retinal neuron,2,14.6924166666667,0.342744142016854,0.0314193039852074,2856,24211,0.40105542240441,0.142018996179198,0.117017430046015,0.685093414762806,0.40105542240441,-0.400894381049073,0.655751056490733,0.854605430745785
32C,retinal neuron,3,21.7309677419355,0.481245559244617,0.0441157080861041,3689,24211,0.413444404167657,0.183168072539841,0.0471082590879748,0.779780549247339,0.413444404167657,0.359867699078406,0.359473036677624,1.16399098498734
32C,retinal neuron,4,30.5799,0.402544626973436,0.0369012054533331,3570,24211,0.435124518125889,0.242235792604309,-0.0493470670827286,0.919596103334506,0.435124518125889,-0.132962670090745,0.552888548370068,0.925125131323842
32C,retinal pigmented epithelium (early),1,4.66405882352941,0.526971654782729,0.0483074123915797,4046,5870,0.522296452992252,0.157342188590146,0.207612075811961,0.836980830172543,0.522296452992252,0.0284049802834196,0.488669576056821,1.00895124170132
32C,retinal pigmented epithelium (early),2,4.405875,0.495510313178848,0.0454233559353028,2856,5870,0.5844521316317,0.224133519988825,0.136185091654049,1.03271917160935,0.5844521316317,-0.38891870435049,0.651331857370014,0.847820182972829
32C,retinal pigmented epithelium (early),3,5.63358064516129,0.427607560967294,0.0391987208456618,3689,5870,0.564603997852619,0.2671897939924,0.0302244098678193,1.09898358583742,0.564603997852619,-0.507300533210728,0.69402801774258,0.757358365497997
32C,retinal pigmented epithelium (early),4,6.33796666666667,0.434999374494046,0.0398763272806904,3570,5870,0.585250309030714,0.346906935685961,-0.108563562341208,1.27906418040264,0.585250309030714,-0.430282619187839,0.66650496559978,0.743270644682766
32C,support cells/otic vesicle,1,9.63144117647059,0.395848185095871,0.036287343632873,4046,8583,0.401893771244085,0.114538440294886,0.172816890654312,0.630970651833857,0.401893771244085,-0.0503173314627384,0.52006524362326,0.984957253431674
32C,support cells/otic vesicle,2,6.2835,0.555216855523908,0.0508966456983496,2856,8583,0.497676413039509,0.184472088427623,0.128732236184262,0.866620589894756,0.497676413039509,0.300684843331736,0.381827413758627,1.11561818277257
32C,support cells/otic vesicle,3,7.17374193548387,0.493069497927633,0.0451996067680716,3689,8583,0.515848416432267,0.239494931536427,0.0368585533594127,0.994838279505122,0.515848416432267,-0.0934623843544566,0.537231884106373,0.955841836905929
32C,support cells/otic vesicle,4,8.30083333333333,0.37847643085667,0.0346948775326911,3570,8583,0.535726854369192,0.311664532699434,-0.0876022110296761,1.15905591976806,0.535726854369192,-0.501452729795589,0.691973731177597,0.706472762696055
32C,xanthophore,1,8.11432352941177,0.461081278067233,0.0422672514612079,4046,7029,0.420813826070501,0.121104054747282,0.178605716575937,0.663021935565064,0.420813826070501,0.313931860326278,0.376786395845584,1.09568947002703
32C,xanthophore,2,7.07054166666667,0.421944898481032,0.0386796254266284,2856,7029,0.477216012183743,0.175323293361606,0.12656942546053,0.827862598906956,0.477216012183743,-0.307849617375736,0.620901617720961,0.884180093937356
32C,xanthophore,3,7.89403225806452,0.442486315125858,0.0405626540031426,3689,7029,0.500531757619301,0.230905956908187,0.0387198438029257,0.962343671435675,0.500531757619301,-0.247590140790691,0.597774230113549,0.884032448271562
32C,xanthophore,4,7.83386666666667,0.451770497151741,0.0414137335740689,3570,7029,0.544921601000872,0.318157587317997,-0.0913935736351228,1.18123677563687,0.544921601000872,-0.290333600376612,0.614219482028929,0.829055952859938
34C,anterior migratory muscle,1,22.8423333333333,0.400350045902186,0.0365467918398093,1800,21587,0.348586610011379,0.0963984362760997,0.15578973745918,0.541383482563579,0.348586610011379,0.502100497618274,0.307798415089097,1.14849519288511
34C,anterior migratory muscle,2,27.9215588235294,0.381316094309008,0.0348092377321352,4080,21587,0.371548611598838,0.129459212990949,0.112630185616941,0.630467037580735,0.371548611598838,0.0728604833377935,0.47095857002771,1.02628857276075
34C,anterior migratory muscle,3,31.0204375,0.303485453746582,0.0277043048152823,3840,21587,0.400160771812838,0.176061857962779,0.0480370558872789,0.752284487738397,0.400160771812838,-0.542424235616096,0.706236856139018,0.758408807469333
34C,anterior migratory muscle,4,27.3351794871795,0.31220614359658,0.028500391239924,4680,21587,0.439145569854436,0.244950785170767,-0.0507560004870979,0.92904714019597,0.439145569854436,-0.51475165012098,0.696636712142919,0.710939982156868
34C,basal cell,1,17.6344666666667,0.360171833185645,0.0328790396022943,1800,30005,0.359432009894779,0.100044310742978,0.159343388408822,0.559520631380736,0.359432009894779,0.00702529030762546,0.497197337718307,1.00205831219953
34C,basal cell,2,24.4240588235294,0.365522062267724,0.0333674464616401,4080,30005,0.376091849461387,0.131379753045861,0.113332343369664,0.638851355553109,0.376091849461387,-0.0779765614923716,0.531076651284162,0.971895729171478
34C,basal cell,3,30.65609375,0.356656054512032,0.0325580943878386,3840,30005,0.400524256455802,0.17625565150263,0.0480129534505417,0.753035559461063,0.400524256455802,-0.244749006421826,0.59667460994436,0.890473045672799
34C,basal cell,4,31.4287692307692,0.346539623967346,0.0316345948527122,4680,30005,0.434214721587014,0.241622237463337,-0.0490297533396593,0.917459196513687,0.434214721587014,-0.359789639409649,0.640497774184507,0.798083544244599
34C,connective tissue-meninges-dermal FB,1,40.3784666666667,0.330595044120332,0.0301790605106869,1800,44987,0.333229304515301,0.0912768864537849,0.150675531607731,0.515783077422871,0.333229304515301,-0.0274012230364158,0.510930138612916,0.99209475169418
34C,connective tissue-meninges-dermal FB,2,35.0594117647059,0.391901123450433,0.0357755142709032,4080,44987,0.365183588918081,0.126776919234301,0.111629750449478,0.618737427386684,0.365183588918081,0.202823453206012,0.419636512955416,1.07316192551672
34C,connective tissue-meninges-dermal FB,3,33.8239375,0.311255395493933,0.0284136002095365,3840,44987,0.397634985827179,0.174716253692859,0.0482024784414603,0.747067493212898,0.397634985827179,-0.487988338670725,0.687220949492861,0.78276662413506
34C,connective tissue-meninges-dermal FB,4,34.3819743589744,0.274702249161295,0.025076769743841,4680,44987,0.431411598542789,0.239733559436573,-0.048055520330356,0.910878717415935,0.431411598542789,-0.650134203103059,0.742197231196442,0.636752118137707
34C,cranial muscle (early),1,4.72273333333333,0.660474724947814,0.0602928175859897,1800,7086,0.519009852757071,0.156143335621061,0.206723181514949,0.831296523999193,0.519009852757071,0.845173395068133,0.199007017173637,1.27256683363381
34C,cranial muscle (early),2,7.81285294117647,0.575678284145336,0.0525519970153782,4080,7086,0.462258823438024,0.168687386322432,0.12488405079316,0.799633596082888,0.462258823438024,0.641934881934357,0.260457732248404,1.24535921210494
34C,cranial muscle (early),3,12.95821875,0.444256538695861,0.0405548879271483,3840,7086,0.44512303053221,0.20030839970897,0.0445062311142701,0.84573982995015,0.44512303053221,-0.00423976548468058,0.50169141664345,0.998053365526125
34C,cranial muscle (early),4,14.4024358974359,0.366309223465814,0.0334393041190712,4680,7086,0.474697481141513,0.269180219676373,-0.063662958211233,1.01305792049426,0.474697481141513,-0.399589091574951,0.655270403874389,0.771668774363293
34C,cranial muscle (progenitor),1,11.0878666666667,0.684980320220729,0.0625298621386675,1800,3242,0.389112648452091,0.110139853696203,0.168832941059686,0.609392355844497,0.389112648452091,2.33606484776813,0.00974393101823412,1.76036508436725
34C,cranial muscle (progenitor),2,6.24302941176471,0.64398816668538,0.0587878076099966,4080,3242,0.498894640451695,0.185019362805587,0.128855914840521,0.868933366062869,0.498894640451695,0.747386940764705,0.227415013003474,1.29082999589316
34C,cranial muscle (progenitor),3,2.08534375,1.26890099120312,0.115834282687102,3840,3242,1.15501596635678,0.635999994406887,-0.116984022456994,2.42701595517055,1.15501596635678,0.176166522777809,0.430081560192479,1.09860039009293
34C,cranial muscle (progenitor),4,1.23789743589744,1.24033067796926,0.11322618184824,4680,3242,2.73119759356103,2.24298996680063,-1.75478234004023,7.21717752716228,2.73119759356103,-0.663833107801185,0.746601433444074,0.454134362483848
34C,cranial neural crest,1,10.0821333333333,0.514217570543654,0.0469414271420439,1800,6619,0.39749765473401,0.113022139323093,0.171453376087824,0.623541933380197,0.39749765473401,0.953729637904792,0.170110256887228,1.29363674079473
34C,cranial neural crest,2,9.608,0.345096106840354,0.0315028203706124,4080,6619,0.436790378169009,0.157492928633902,0.121804520901205,0.751776235436812,0.436790378169009,-0.570902873982516,0.715967258657202,0.790072593372981
34C,cranial neural crest,3,8.3068125,0.358738552204333,0.0327481995481763,3840,6619,0.49312053631565,0.226769864196179,0.0395808079232928,0.946660264708007,0.49312053631565,-0.586507730061534,0.721232815789719,0.727486538858527
34C,cranial neural crest,4,8.088,0.35719197429068,0.0326070169464685,4680,6619,0.539766658994544,0.314514440526239,-0.089262222057934,1.16879554004702,0.539766658994544,-0.577402224828577,0.718166114193032,0.661752570927673
34C,differentiating neuron (hindbrain),1,30.1364,0.2629867590519,0.0240072967096503,1800,16421,0.339942600371098,0.0935097092266877,0.152923181917722,0.526962018824473,0.339942600371098,-0.797120432957351,0.787309454747233,0.773621072395196
34C,differentiating neuron (hindbrain),2,39.3261176470588,0.263965938803052,0.0240966831825766,4080,16421,0.362515289475237,0.125655397677455,0.111204494120327,0.613826084830146,0.362515289475237,-0.770247624903596,0.779423490902807,0.728151188285489
34C,differentiating neuron (hindbrain),3,34.68215625,0.373776169256803,0.0341209398933033,3840,16421,0.396946200775654,0.174349619049869,0.0482469626759167,0.745645438875392,0.396946200775654,-0.130419993070109,0.551882925249515,0.94162929013157
