genotype,cell_group,timepoint.bin.n,cells_per_embryo,cells_per_embryo_cv,cells_per_embryo_cv.stderr,num_embryos,total_cells,model_fit,model_sd,model_fit_lower,model_fit_upper,expected_cv,cv_test_stat,cv_z_stat_p_val,cv_rel
32C,dorsal spinal cord neuron,2,6.498875,0.702293496117469,0.0643791392363572,2856,3195,0.491494838385642,0.181699468653361,0.12809590107892,0.854893775692364,0.491494838385642,1.09353746619666,0.137078944180515,1.42889292270945
32C,dorsal spinal cord neuron,3,6.33732258064516,0.514387305449438,0.0471538069795892,3689,3195,0.53883658055352,0.252487027684795,0.03386252518393,1.04381063592311,0.53883658055352,-0.0951880162323186,0.537917255786969,0.954625806809616
32C,dorsal spinal cord neuron,4,7.98786666666667,0.523592810533582,0.0479976742470912,3570,3195,0.541752838004097,0.315917262546261,-0.0900816870884246,1.17358736309662,0.541752838004097,-0.0568313134647161,0.522660215148781,0.966479128125255
32C,endothelium (dorsal aorta),1,5.28126470588235,0.641275697727702,0.0587856468287702,4046,10028,0.492185624928862,0.146419432397077,0.199346760134708,0.785024489723015,0.492185624928862,0.944926162566008,0.172348286821195,1.30291431778486
32C,endothelium (dorsal aorta),2,7.10125,0.453603164723304,0.0415817339349093,2856,10028,0.476524854925448,0.175015672621615,0.126493509682217,0.826556200168679,0.476524854925448,-0.127422335537444,0.550696930437129,0.951898227416217
32C,endothelium (dorsal aorta),3,9.17712903225806,0.505265793310226,0.0463176393327251,3689,10028,0.479958131335822,0.219456605276992,0.0410449207818371,0.918871341889806,0.479958131335822,0.112833968839243,0.455081093532148,1.05272889513085
32C,endothelium (dorsal aorta),4,10.4821666666667,0.403764070221554,0.0370129916326092,3570,10028,0.504826481832735,0.290018029407092,-0.0752095769814487,1.08486254064692,0.504826481832735,-0.345665739241053,0.635203032529393,0.79980762648528
32C,endothelium (vein + early artery),1,14.2339705882353,0.27847502204689,0.0255277634170282,4046,13274,0.371158510143827,0.104012652511114,0.163133205121599,0.579183815166055,0.371158510143827,-0.865396248546496,0.806589330331074,0.750285967952019
32C,endothelium (vein + early artery),2,12.9128333333333,0.402907304684797,0.0369344520646241,2856,13274,0.410070127978815,0.145896035063513,0.118278057851789,0.701862198105841,0.410070127978815,-0.0475939759034922,0.518980083438352,0.982532686959367
32C,endothelium (vein + early artery),3,13.5973548387097,0.353371599149386,0.0323935213832697,3689,13274,0.441313107692465,0.19823290544546,0.0448472968015442,0.837778918583385,0.441313107692465,-0.4378200913641,0.669241647296049,0.800727630767853
32C,endothelium (vein + early artery),4,13.6609333333333,0.439145170639055,0.0402563717902019,3570,13274,0.478956032209738,0.272108953880679,-0.0652618755516198,1.0231739399711,0.478956032209738,-0.144729591056132,0.557537812575477,0.916879924474467
32C,"eye, optic cup",1,58.1556764705882,0.175432207557599,0.0160818440998392,4046,27594,0.327304380512745,0.0893141621305373,0.14867605625167,0.505932704773819,0.327304380512745,-1.67351415767958,0.952886939093246,0.535991016321787
32C,"eye, optic cup",2,49.0729166666667,0.262295997314544,0.0240446346514759,2856,27594,0.358202315762233,0.123846293938178,0.110509727885877,0.605894903638589,0.358202315762233,-0.760203013086867,0.776433377891129,0.732256564998454
32C,"eye, optic cup",3,36.004064516129,0.296264162260228,0.0271584912267273,3689,27594,0.395951623587307,0.173820451358945,0.0483107208694172,0.743592526305197,0.395951623587307,-0.566633518152937,0.714518401209304,0.748233230049887
32C,"eye, optic cup",4,32.2223666666667,0.303341151821058,0.0278072377961171,3570,27594,0.433409112058407,0.241079171789881,-0.0487492315213549,0.915567455638169,0.433409112058407,-0.53597022991957,0.704010437319353,0.699895649125575
32C,fast-committed myocyte (fusing),1,4.73294117647059,0.799897551155891,0.0733264882921152,4046,3812,0.518448471545984,0.155938720975268,0.206571029595447,0.830325913496521,0.518448471545984,1.63330757933417,0.0512021617615199,1.54286798989038
32C,fast-committed myocyte (fusing),2,1.11570833333333,1.54890454305385,0.141987846665764,2856,3812,2.85497888840889,1.53166399108213,-0.208349093755369,5.91830687057315,2.85497888840889,-0.84907546500765,0.802080349147923,0.542527494456212
32C,fast-committed myocyte (fusing),3,0.0574516129032258,4.55018120344926,0.417114427040796,3689,3812,304050717983008000,8.14715215781313e+20,-1.62912638084464e+21,1.62973448228061e+21,304050717983008000,-0.000373198771906356,0.500148884765651,1.49652046001863e-17
32C,fast-committed myocyte (fusing),4,0.0181333333333333,8.10306200352813,0.742806475996065,3570,3812,2.29777987392827e+56,1.29673502473513e+68,-2.59347004946796e+68,2.59347004947256e+68,2.29777987392827e+56,-1.77197332538898e-12,0.500000000000707,3.52647444407944e-56
32C,fin fold,1,3.68597058823529,0.920561834802536,0.0843877650385017,4046,16572,0.597682809360281,0.185264556439083,0.227153696482115,0.968211922238448,0.597682809360281,1.58601644951747,0.0563677890603013,1.54021802264623
32C,fin fold,2,10.9607916666667,0.53545299855232,0.0490848959002161,2856,16572,0.423694236194975,0.151789699527217,0.12011483714054,0.727273635249409,0.423694236194975,0.700555374805593,0.241790267969268,1.26377220365565
32C,fin fold,3,12.7093870967742,0.626025044292611,0.0573876217205056,3689,16572,0.446719649548896,0.20117929469534,0.0443610601582151,0.849078238939576,0.446719649548896,0.857082656151637,0.195699602826957,1.40138237689965
32C,fin fold,4,12.5563333333333,0.475839512909799,0.0436201366311049,3570,16572,0.486321210575168,0.277187209349285,-0.0680532081234023,1.04069562927374,0.486321210575168,-0.0373548011966851,0.514898944541678,0.978446965837718
32C,fin mesenchyme,1,22.5184411764706,0.21919834008072,0.0200938788903075,4046,7089,0.349107162117619,0.0965728870186464,0.155961388080326,0.542252936154912,0.349107162117619,-1.31698338130613,0.906077902417056,0.627882678633987
32C,fin mesenchyme,2,4.29354166666667,0.913457450964696,0.0837365072398558,2856,7089,0.592734926460215,0.227987983657918,0.136758959144378,1.04871089377605,0.592734926460215,1.32050203068414,0.0933337292423867,1.541089296728
32C,fin mesenchyme,3,1.01361290322581,1.6090244807601,0.147499032319439,3689,7089,3.84075669718864,2.7273202492413,-1.61388380129396,9.29539719567124,3.84075669718864,-0.817093482014102,0.793062496238522,0.418934238124971
32C,fin mesenchyme,4,0.6512,2.79234923615513,0.255974234796128,3570,7089,15.3248759668408,18.1306635669656,-20.9364511670903,51.5862031007719,15.3248759668408,-0.691164878690502,0.755269033819582,0.182210234014101
32C,hatching gland,1,13.9441470588235,0.472887611630292,0.0433495362844749,4046,21248,0.372445083247115,0.104449672282366,0.163545738682383,0.581344427811846,0.372445083247115,0.888179537349432,0.187222092005045,1.2696841303622
32C,hatching gland,2,22.8764583333333,0.447771795887868,0.0410471732302031,2856,21248,0.378568587388187,0.132428805844983,0.113710975698221,0.643426199078154,0.378568587388187,0.499141888075397,0.308839714964665,1.18280230004588
32C,hatching gland,3,29.5723548387097,0.409479391168602,0.0375369142448285,3689,21248,0.401660506360277,0.176861688423341,0.0479371295135947,0.755383883206959,0.401660506360277,0.0432457553848755,0.482752815830525,1.01946640181077
32C,hatching gland,4,33.5617666666667,0.382156970305892,0.0350322720308266,3570,21248,0.432138898642458,0.240223348214511,-0.0483077977865636,0.91258559507148,0.432138898642458,-0.205886628928749,0.581560264865944,0.884338279905878
32C,head mesenchyme,1,24.3172352941177,0.392789988502014,0.0360069992107525,4046,24746,0.346400050379185,0.0956662653731042,0.155067519632976,0.537732581125393,0.346400050379185,0.453832949102233,0.324974533238523,1.13392012521952
32C,head mesenchyme,2,31.632625,0.449581839134602,0.0412130996225869,2856,24746,0.367867433018837,0.127906725431477,0.112053982155883,0.623680883881791,0.367867433018837,0.608073375652395,0.271569404777991,1.22213003593493
32C,head mesenchyme,3,27.0884838709677,0.51252081165052,0.0469827057735711,3689,24746,0.404622757767901,0.178443356875456,0.0477360440169887,0.761509471518813,0.404622757767901,0.584734663568979,0.279363071236558,1.26666333470178
32C,head mesenchyme,4,21.0046,0.48421029094764,0.0443874845957294,3570,24746,0.450771012893679,0.252829715341606,-0.0548884177895331,0.956430443576891,0.450771012893679,0.130267739598144,0.448177301308303,1.07418240547302
32C,"head mesenchyme (maybe ventral, hand2+)",1,15.6625588235294,0.310514100423132,0.0284647809163952,4046,18971,0.365564899747764,0.102116367124762,0.16133216549824,0.569797633997288,0.365564899747764,-0.519301035986396,0.698224584475453,0.849408957581495
32C,"head mesenchyme (maybe ventral, hand2+)",2,14.9615833333333,0.307564038570055,0.0281943491897096,2856,18971,0.39989335125448,0.141520545499801,0.116852260254877,0.682934442254083,0.39989335125448,-0.639835154309896,0.738860112367384,0.769115159342399
32C,"head mesenchyme (maybe ventral, hand2+)",3,17.3584516129032,0.319897370451318,0.0293249438696,3689,18971,0.424958897732233,0.189367151161985,0.0462245954082628,0.803693200056203,0.424958897732233,-0.548268305502658,0.708246156619952,0.752772496724815
32C,"head mesenchyme (maybe ventral, hand2+)",4,20.5363,0.342806462634739,0.0314250169068823,3570,18971,0.451932221110073,0.2536190865121,-0.0553059519141272,0.959170394134274,0.451932221110073,-0.427008833256393,0.66531355305527,0.758535122352438
32C,head mesenchyme/PA cartilage,1,18.4397647058824,0.298947283040292,0.0274044525053703,4046,14574,0.357328765596455,0.0993354243437066,0.158657916909042,0.555999614283868,0.357328765596455,-0.566556085846254,0.714492091166438,0.836616896882867
32C,head mesenchyme/PA cartilage,2,18.484625,0.394049863218359,0.0361224917366442,2856,14574,0.388001683639792,0.136437558207012,0.115126567225768,0.660876800053815,0.388001683639792,0.0428528347230081,0.482909423311361,1.01558802405657
32C,head mesenchyme/PA cartilage,3,16.8164516129032,0.390757565305729,0.0358206872818165,3689,14574,0.426832875701947,0.190379442035536,0.0460739916308759,0.807591759773018,0.426832875701947,-0.186223947431871,0.573865427455489,0.915481415678465
32C,head mesenchyme/PA cartilage,4,16.3253666666667,0.445972229089117,0.0408822072122315,3570,14574,0.465586025252545,0.262932707251962,-0.0602793892513797,0.991451439756469,0.465586025252545,-0.0737105762196077,0.529379658460813,0.957872884709568
32C,head/eye connective tissue,1,27.8140882352941,0.249732255954045,0.0228929183692538,4046,12612,0.34218185862618,0.0942565674188142,0.153668723788552,0.530694993463809,0.34218185862618,-0.953119775769265,0.829735306296909,0.729823190968366
32C,head/eye connective tissue,2,15.0277083333333,0.390680676296058,0.0358136388778562,2856,12612,0.399614741692552,0.141401086184164,0.116812569324224,0.68241691406088,0.399614741692552,-0.0612484517787026,0.524419328402434,0.977643303751375
32C,head/eye connective tissue,3,9.73170967741935,0.497053332746658,0.0455648043071725,3689,12612,0.472946995971913,0.215578318975519,0.0417903580208757,0.90410363392295,0.472946995971913,0.109404673236995,0.456440763646571,1.05097048290836
32C,head/eye connective tissue,4,6.85326666666667,0.480473656328811,0.044044947861827,3570,12612,0.569025803709946,0.335288756693777,-0.101551709677608,1.2396033170975,0.569025803709946,-0.26185740356104,0.603284309504833,0.844379381736661
32C,intestine,1,7.79485294117647,0.607992189054752,0.0557345525911384,4046,7738,0.425881050988175,0.122873230342908,0.18013459030236,0.67162751167399,0.425881050988175,1.34974290787909,0.0885492318830698,1.4276103330825
32C,intestine,2,7.01120833333333,0.465996388656623,0.04271781891021,2856,7738,0.478571488845362,0.175926863592511,0.12671776166034,0.830425216030383,0.478571488845362,-0.0694607738623013,0.527688572434991,0.973723674556797
32C,intestine,3,7.11522580645161,0.424967164894988,0.0389566761345576,3689,7738,0.517251750653131,0.240284593086659,0.0366825644798139,0.997820936826449,0.517251750653131,-0.379113457314013,0.647698193278776,0.821586711612642
32C,intestine,4,7.05363333333333,0.405584438296162,0.0371798645004123,3570,7738,0.563463899162062,0.331321953581394,-0.0991800080007261,1.22610780632485,0.563463899162062,-0.473541502780707,0.682086550747236,0.719805543707972
32C,ionocyte/goblet cell,1,17.3753529411765,0.306283133354791,0.0280769288011428,4046,12457,0.360153041398206,0.100287532684191,0.159577976029823,0.560728106766588,0.360153041398206,-0.517265333312052,0.69751452485175,0.85042495314137
32C,ionocyte/goblet cell,2,12.164375,0.313677625519796,0.0287547807865375,2856,12457,0.414726809176846,0.147905880468528,0.11891504823979,0.710538570113903,0.414726809176846,-0.670642867538257,0.748775966527846,0.756347596969644
32C,ionocyte/goblet cell,3,8.45229032258064,0.424969732939543,0.038956911546816,3689,12457,0.490705169636202,0.225424714644231,0.0398557403477399,0.941554598924664,0.490705169636202,-0.287347765425205,0.61307697376185,0.866038833979692
32C,ionocyte/goblet cell,4,6.26306666666667,0.562371433030684,0.051552504743083,3570,12457,0.587873111676577,0.348791553764257,-0.109709995851937,1.28545621920509,0.587873111676577,-0.0723286119290809,0.528829802352859,0.956620437064788
32C,lens,1,9.73161764705882,0.465073963127149,0.0426332603005611,4046,6561,0.400877151329141,0.114187475972308,0.172502199384524,0.629252103273757,0.400877151329141,0.526692386090189,0.299203611918934,1.16014086007436
32C,lens,2,6.63675,0.551687780107919,0.050573135885376,2856,6561,0.487785685602357,0.180039337279259,0.127707011043838,0.847864360160875,0.487785685602357,0.341708725688967,0.366285052416092,1.1310044480429
32C,lens,3,4.68732258064516,0.693443365997642,0.0635678491384222,3689,6561,0.614644599842098,0.296146107059522,0.0223523857230548,1.20693681396114,0.614644599842098,0.260154911722674,0.397372141126548,1.12820216133972
32C,lens,4,4.46656666666667,0.704445333200272,0.0645763978183227,3570,6561,0.684505677110189,0.419419627083729,-0.15433357705727,1.52334493127765,0.684505677110189,0.0469873966786496,0.481261636213968,1.02913000835035
32C,mature fast muscle,1,70.8838235294118,0.186577604360357,0.0171035409496264,4046,105794,0.324918231017176,0.0885258267156921,0.147866577585792,0.50196988444856,0.324918231017176,-1.53434048541491,0.937527044656528,0.574229410815961
32C,mature fast muscle,2,99.6580833333334,0.359685111733777,0.0329722801329778,2856,105794,0.349528840316633,0.120222137024735,0.109084566267162,0.589973114366104,0.349528840316633,0.0814706791606885,0.46753382099267,1.02905703405746
32C,mature fast muscle,3,101.597193548387,0.398609590553121,0.0365404812561077,3689,105794,0.379478341398606,0.16509713150278,0.0492840783930464,0.709672604404165,0.379478341398606,0.113140739404751,0.454959488479945,1.05041460095985
32C,mature fast muscle,4,89.3599666666667,0.278769267393541,0.0255547368437315,3570,105794,0.413499809500359,0.227726879868373,-0.0419539502363877,0.868953569237105,0.413499809500359,-0.587941876374091,0.721714346482316,0.674170243827644
32C,mature slow muscle,1,25.2721764705882,0.382580036912807,0.0350710544830968,4046,31954,0.345126822476698,0.0952403742258871,0.154646074024924,0.535607570928473,0.345126822476698,0.3690248092455,0.356054616370453,1.10852014968682
32C,mature slow muscle,2,24.1780416666667,0.424582020411959,0.0389213699976845,2856,31954,0.376463335547748,0.131537007581165,0.113389320385419,0.639537350710078,0.376463335547748,0.350784344177878,0.362875071667546,1.12781771907269
32C,mature slow muscle,3,22.8086129032258,0.579857561125104,0.0531554554773827,3689,31954,0.411319670911348,0.182028134590888,0.0472634017295713,0.775375940093124,0.411319670911348,0.888769732382459,0.187063422901794,1.40974916137692
32C,mature slow muscle,4,16.9557333333333,0.680852329331529,0.0624136306996369,3570,31954,0.463080203841966,0.261219035149614,-0.0593578664572615,0.985518274141193,0.463080203841966,0.810852346993024,0.208725234419281,1.47026870007141
32C,melanophore,1,6.09976470588235,0.557477699823533,0.0511038969554977,4046,6154,0.463425196887435,0.136117725401842,0.191189746083751,0.73566064769112,0.463425196887435,0.646876729815858,0.258855863722123,1.2029507751581
32C,melanophore,2,5.38945833333333,0.561762718902336,0.0514967040104253,2856,6154,0.529807256246903,0.198999729280354,0.131807797686195,0.927806714807611,0.529807256246903,0.155459529308538,0.438229528465086,1.06031526046246
32C,melanophore,3,5.52183870967742,0.525035946479328,0.0481299663023384,3689,6154,0.5694306885776,0.269959910083108,0.0295108684113851,1.10935050874382,0.5694306885776,-0.161896514270086,0.564306326091266,0.92203661834741
32C,melanophore,4,4.94686666666667,0.467348269357943,0.0428417456109162,3570,6154,0.65013757625747,0.394041309655892,-0.137945043054314,1.43822019556925,0.65013757625747,-0.461165922293466,0.677660215656895,0.718845189733906
32C,"motor neuron (hindbrain, spinal cord)",1,6.45117647058824,0.478710677620524,0.0438833358686091,4046,7596,0.453720892694268,0.132671757005848,0.188377378682573,0.719064406705964,0.453720892694268,0.178829319971072,0.429035861182039,1.05507743929944
32C,"motor neuron (hindbrain, spinal cord)",2,10.18375,0.543371067056347,0.0498107440499169,2856,7596,0.430741851457119,0.154854295181339,0.121033261094441,0.740450441819797,0.430741851457119,0.6923859349411,0.244347498105775,1.26147729833594
32C,"motor neuron (hindbrain, spinal cord)",3,11.9391612903226,0.475093282270229,0.0435517297805319,3689,7596,0.452125663465874,0.204132952645942,0.043859758173991,0.860391568757757,0.452125663465874,0.110036575567862,0.456190183958727,1.05079919292413
32C,"motor neuron (hindbrain, spinal cord)",4,12.3102666666667,0.36044001810154,0.0330414822862503,3570,7596,0.488159326689974,0.278457131652842,-0.0687549366157106,1.04507358999566,0.488159326689974,-0.455472443536002,0.675615306011398,0.73836552616038
32C,neural progenitor (diencephalon/telencephalon),1,4.25488235294118,0.58120206369239,0.0532787058256508,4046,8924,0.548450403091404,0.166938671373658,0.214573060344087,0.88232774583872,0.548450403091404,0.186901865780937,0.425868788147961,1.05971672263595
32C,neural progenitor (diencephalon/telencephalon),2,4.60795833333333,0.712686012036327,0.0653318196086731,2856,8924,0.570827196388071,0.217818225665026,0.135190745058019,1.00646364771812,0.570827196388071,0.623815775987346,0.266374288907441,1.24851446557885
32C,neural progenitor (diencephalon/telencephalon),3,6.98448387096774,0.483189376427287,0.0442938975150893,3689,8924,0.52048661571658,0.24210659036008,0.0362734349964207,1.00469979643674,0.52048661571658,-0.151537749386034,0.560224232524395,0.928341597722078
32C,neural progenitor (diencephalon/telencephalon),4,9.5916,0.428482887165437,0.0392789618666865,3570,8924,0.515535270295101,0.297488921035345,-0.0794425717755896,1.11051311236579,0.515535270295101,-0.290106129318481,0.614132476584779,0.831141750825634
32C,neural progenitor (hindbrain R7/8),1,46.2325588235294,0.319058829714315,0.0292480749662693,4046,19726,0.330762128822473,0.0904586904704993,0.149844747881474,0.511679509763471,0.330762128822473,-0.123102462562462,0.548987019364216,0.964617173224088
32C,neural progenitor (hindbrain R7/8),2,40.881625,0.398824300906075,0.0365601637218926,2856,19726,0.36168505802363,0.125306796066985,0.111071465889659,0.612298650157601,0.36168505802363,0.284523503510232,0.388004612397226,1.10268392917691
32C,neural progenitor (hindbrain R7/8),3,27.2437096774194,0.454538666273238,0.0416674912213885,3689,19726,0.404421124192628,0.178335618419852,0.0477498873529238,0.761092361032333,0.404421124192628,0.273658981752589,0.392173351291978,1.12392414511152
32C,neural progenitor (hindbrain R7/8),4,15.5881666666667,0.440860337405972,0.0404136008699405,3570,19726,0.468793229532146,0.265128887305756,-0.0614645450793666,0.999051004143658,0.468793229532146,-0.104152855349794,0.541475976801642,0.940415325208407
32C,neural progenitor (hindbrain),1,105.943676470588,0.208804306782514,0.0191410594200549,4046,21749,0.321343284258211,0.0873470304471226,0.146649223363966,0.496037345152456,0.321343284258211,-1.25854783100808,0.895903149783957,0.649785811657831
