oligo_tag,timepoint,temp,Size_Factor,sample,pseudostage,ref_pseudostage,mean.nn.time,mean.nn.pseudostage,umap_1,umap_2
HF4-24-HF4-24hpf-34C_P2_H10,24,34C,0.988209035811317,HF4,2.80713740434453,6.12074984439379,26.4,10.2439921210785,-3.53820490837097,-5.57241582870483
HF4-36-HF4-36hpf-34C_P12_A9,36,34C,0.999782655149648,HF4,12.7871442453853,23.867036081384,40.56,28.2717568841229,-6.43141794204712,5.42132139205933
HF4-36-HF4-36hpf-32C_P12_E4,36,32C,1.00245349038157,HF4,12.7872310884563,26.0856664156467,40.16,27.9966139825056,-6.36947965621948,5.58908224105835
HF4-30-HF4-30hpf-32C_P9_E4,30,32C,1.00423404720285,HF4,16.818967803664,23.3489454833187,36.4,25.3201187232661,-6.20208311080933,2.48726773262024
HF4-24-HF4-24hpf-34C_P2_F8,24,34C,0.999782655149648,HF4,1.46239405453523,6.12074984439379,27.2,11.0367370043674,-3.59207510948181,-5.27810573577881
HF4-36-HF4-36hpf-34C_P12_D9,36,34C,1.00334376879221,HF4,12.7873179315272,23.3489454833187,39.76,26.8563199576524,-6.3364372253418,3.25889706611633
HF4-24-HF4-24hpf-34C_P2_C11,24,34C,1.00601460402413,HF4,2.51871828721818,10.3425061575895,31.68,18.4652361673599,-4.79509782791138,-2.47082304954529
HF4-24-HF4-24hpf-32C_P2_H7,24,32C,1.00512432561349,HF4,0,6.11692284644427,26.4,10.6297342621439,-3.91919255256653,-4.62459945678711
HF4-24-HF4-24hpf-34C_P2_F12,24,34C,1.00868543925606,HF4,0.192894369741758,13.8771345181016,32.16,19.039541886154,-4.72284889221191,-2.62420201301575
HF4-24-HF4-24hpf-32C_P2_E5,24,32C,0.992660427864521,HF4,0.00419023343989888,6.12813514819241,26.968,11.5003222013899,-3.92102336883545,-4.65531444549561
HF4-36-HF4-36hpf-34C_P12_B8,36,34C,0.999782655149648,HF4,12.7874047745981,23.3489454833187,38.4,27.2240387429425,-6.29921722412109,3.98166751861572
HF4-36-HF4-36hpf-32C_P12_C5,36,32C,0.997111819917725,HF4,12.7874916176691,23.3489454833187,36.752,26.7648623019101,-6.72053384780884,4.32070684432983
HF4-36-HF4-36hpf-34C_P12_G9,36,34C,0.992660427864521,HF4,12.78757846074,23.8670261891845,39.84,27.2204872846183,-6.31350183486939,4.33346509933472
HF4-30-HF4-30hpf-32C_P9_E7,30,32C,0.994440984685803,HF4,16.3791680416103,17.6103960529821,34.8,22.6776450468125,-6.23199558258057,2.01532602310181
HF4-30-HF4-30hpf-34C_P9_G11,30,34C,1.00423404720285,HF4,12.7400657811475,23.3489454833187,38.24,26.2150699121335,-6.22287940979004,2.21769213676453
HF4-36-HF4-36hpf-32C_P12_A3,36,32C,1.00156321197093,HF4,12.7876653038109,23.3489454833187,38,26.1838368893537,-6.20281982421875,3.37750363349915
HF4-36-HF4-36hpf-34C_P12_H8,36,34C,1.00245349038157,HF4,12.7877521468818,23.867036081384,40.16,27.4063163418671,-6.48058414459229,5.18897485733032
HF4-36-HF4-36hpf-32C_P12_G7,36,32C,0.995331263096443,HF4,12.7878389899528,23.3489454833187,37.84,26.5882116625905,-6.1377592086792,2.92214250564575
HF4-24-HF4-24hpf-34C_P2_B8,24,34C,1.00245349038157,HF4,2.97072199650087,13.8771345181016,32.64,19.5994729258079,-4.81428098678589,-2.293208360672
HF4-24-HF4-24hpf-34C_P2_G12,24,34C,0.999782655149648,HF4,2.77941175133664,13.8771345181016,33.84,20.8564606950918,-4.73154211044312,-2.52655553817749
HF4-36-HF4-36hpf-32C_P12_E6,36,32C,0.993550706275162,HF4,12.7879258330237,23.867036081384,38.24,26.9814628304046,-6.42941665649414,4.77810764312744
HF4-24-HF4-24hpf-32C_P2_A6,24,32C,1.00156321197093,HF4,0.595824362697944,6.12813514819241,26.44,10.6064100489157,-3.3687961101532,-5.75949287414551
HF4-24-HF4-24hpf-34C_P2_C12,24,34C,0.999782655149648,HF4,2.78753542944813,6.12985885026044,28.96,15.1242913176732,-4.39338636398315,-3.78126740455627
HF4-30-HF4-30hpf-32C_P9_D3,30,32C,0.993550706275162,HF4,15.9266998720047,23.3489454833187,36,26.0315989435241,-6.37121820449829,2.70750784873962
HF4-24-HF4-24hpf-32C_P2_D6,24,32C,0.987318757400676,HF4,0.242370394362133,6.12813514819241,26.88,11.4909925729741,-3.87582421302795,-4.67872476577759
HF4-36-HF4-36hpf-34C_P12_A8,36,34C,1.00423404720285,HF4,12.7880126760946,31.323143733949,44.72,32.7038545915728,-3.23932909965515,12.0286684036255
HF4-24-HF4-24hpf-34C_P2_F9,24,34C,0.997111819917725,HF4,1.21423367344202,6.11692284644427,26.4,10.6297342621439,-3.94933533668518,-4.60177087783814
HF4-36-HF4-36hpf-32C_P12_G4,36,32C,1.00067293356029,HF4,12.7880995191656,25.5134105332413,38.976,28.6155556736327,-6.74387979507446,5.76534032821655
HF4-24-HF4-24hpf-34C_P2_A10,24,34C,1.00067293356029,HF4,2.66114664444708,13.8771345181016,32.88,20.1290154883143,-4.77150821685791,-2.67208290100098
HF4-30-HF4-30hpf-32C_P9_H4,30,32C,1.00067293356029,HF4,16.4734574323197,20.9105629197511,35.28,22.8461267043884,-6.20719385147095,2.66192150115967
HF4-24-HF4-24hpf-32C_P2_A3,24,32C,0.994440984685803,HF4,0.850409190888867,6.12813514819241,27.344,11.6992414421563,-3.68277835845947,-5.15651941299439
HF4-36-HF4-36hpf-34C_P12_C8,36,34C,1.00067293356029,HF4,12.7881863622365,23.3489454833187,37.36,26.8941434497715,-6.56313800811768,4.55096912384033
HF4-36-HF4-36hpf-34C_P12_F11,36,34C,1.00156321197093,HF4,12.7882732053074,30.4030528969352,43.352,32.2789026021114,-4.81953382492065,10.1532182693481
HF4-24-HF4-24hpf-32C_P2_F4,24,32C,1.00245349038157,HF4,0.850496033959796,6.11692284644427,26.08,10.0049724011866,-3.45871543884277,-5.30388498306274
HF4-30-HF4-30hpf-32C_P9_H7,30,32C,1.00067293356029,HF4,16.4212442127613,20.924028534751,35.68,23.6193547127984,-6.16302442550659,2.48998832702637
HF4-24-HF4-24hpf-34C_P2_A11,24,34C,1.00690488243477,HF4,3.83685357002539,10.3425061575895,32.16,19.2759713496269,-4.80496215820313,-2.57170820236206
HF4-36-HF4-36hpf-34C_P12_F12,36,34C,0.990879871043239,HF4,11.800969141764,23.3489454833187,39.52,26.6038094724553,-6.28158760070801,2.72039818763733
