oligo_tag,timepoint,temp,Size_Factor,sample,pseudostage,ref_pseudostage,mean.nn.time,mean.nn.pseudostage,umap_1,umap_2
HF4-24-HF4-24hpf-32C_P2_E3,24,32C,1.00156321197093,HF4,0.000668203079696284,10.3425061575895,30.16,17.0782333940482,-4.80556106567383,-2.60851716995239
HF4-36-HF4-36hpf-32C_P12_A7,36,32C,0.996221541507084,HF4,12.7883600483783,23.3489454833187,38.32,26.8633941679412,-6.45461940765381,4.99738025665283
HF4-24-HF4-24hpf-32C_P2_B4,24,32C,1.00245349038157,HF4,0.805346339904506,6.12813514819241,27.384,12.3788376424259,-3.82001876831055,-4.73448467254639
HF4-24-HF4-24hpf-34C_P2_H11,24,34C,0.998892376739007,HF4,1.65022670859471,6.11692284644427,27.28,11.9394263193717,-3.96936440467834,-4.44112682342529
HF4-30-HF4-30hpf-34C_P9_F11,30,34C,0.997111819917725,HF4,16.9875017223453,16.0565607406917,34.88,22.218232720091,-4.84428977966309,-2.3914008140564
HF4-36-HF4-36hpf-32C_P12_D5,36,32C,1.00512432561349,HF4,12.7884468914493,23.3489454833187,36.76,26.8474787312754,-6.42302513122559,3.69298481941223
HF4-24-HF4-24hpf-32C_P2_C4,24,32C,0.993550706275162,HF4,0.00427707651082798,6.12813514819241,26.08,9.94465583697449,-3.51458144187927,-5.75094366073608
HF4-30-HF4-30hpf-34C_P9_G12,30,34C,1.00601460402413,HF4,14.3988781086975,23.3489454833187,36.56,25.5597689603505,-5.62578105926514,-0.56766539812088
HF4-24-HF4-24hpf-32C_P2_G6,24,32C,0.992660427864521,HF4,0.00436391958175708,6.12985885026044,29.6,16.1590476324792,-4.36809253692627,-3.88452196121216
HF4-30-HF4-30hpf-34C_P9_G10,30,34C,0.996221541507084,HF4,17.374507235883,16.1345824590141,33.12,20.7000715054698,-5.23980808258057,-1.29012548923492
HF4-36-HF4-36hpf-34C_P12_E11,36,34C,0.999782655149648,HF4,12.7885337345202,26.0856664156467,42.48,31.0193262843774,-3.28814315795898,11.7100772857666
HF4-24-HF4-24hpf-34C_P2_C10,24,34C,0.998892376739007,HF4,2.51880513028911,6.11692284644427,26.64,10.5560161265,-3.84275078773499,-4.77076387405396
HF4-30-HF4-30hpf-34C_P9_E12,30,34C,1.00601460402413,HF4,12.6787528591997,16.0565607406917,34.96,22.6839981882108,-6.16172599792481,2.33405995368958
HF4-24-HF4-24hpf-34C_P2_B9,24,34C,0.999782655149648,HF4,3.82737340652859,6.12813514819241,30.48,16.372066173948,-4.35627031326294,-3.78076934814453
HF4-36-HF4-36hpf-32C_P12_H4,36,32C,0.997111819917725,HF4,12.7886205775911,23.3489454833187,38.8,26.1563759337745,-6.22442865371704,4.78657722473145
HF4-24-HF4-24hpf-34C_P2_C8,24,34C,0.998892376739007,HF4,3.74312261888008,10.3425061575895,31.92,18.9014024908681,-4.82015657424927,-2.57611036300659
HF4-24-HF4-24hpf-32C_P2_A5,24,32C,0.998892376739007,HF4,1.14853144277788,6.12985885026044,30.32,16.7947531355956,-4.61848974227905,-2.92145609855652
HF4-30-HF4-30hpf-34C_P9_C8,30,34C,0.993550706275162,HF4,16.9875885654162,20.9105629197511,36.32,24.4253308783059,-6.23962783813477,2.24812722206116
HF4-36-HF4-36hpf-34C_P12_A11,36,34C,1.00156321197093,HF4,13.3331318476497,23.867036081384,40.96,28.1359201514299,-6.25896072387695,5.45523834228516
HF4-30-HF4-30hpf-32C_P9_A3,30,32C,1.00423404720285,HF4,15.8484935497641,23.3489454833187,35.92,25.6390107281118,-6.32199382781982,2.46632313728333
HF4-36-HF4-36hpf-34C_P12_A10,36,34C,0.995331263096443,HF4,12.7887074206621,23.3489454833187,39.04,26.4048595252854,-6.3426513671875,2.79549431800842
HF4-24-HF4-24hpf-32C_P2_H6,24,32C,0.996221541507084,HF4,0.756724592232657,6.12813514819241,27.328,11.8505528421968,-3.62955689430237,-5.65113639831543
HF4-36-HF4-36hpf-34C_P12_B10,36,34C,1.00245349038157,HF4,12.788794263733,23.3489454833187,39.68,26.9021442649021,-6.2681999206543,5.17037963867188
HF4-24-HF4-24hpf-32C_P2_G7,24,32C,1.00156321197093,HF4,2.57815422732832,6.12074984439379,26.32,10.0383416284949,-3.6981828212738,-5.2535548210144
HF4-36-HF4-36hpf-34C_P12_D12,36,34C,0.997111819917725,HF4,12.212524101668,23.3489454833187,39.52,26.3679417479985,-6.24348211288452,2.67350602149963
HF4-36-HF4-36hpf-32C_P12_D7,36,32C,0.998002098328366,HF4,12.7888811068039,23.3489454833187,38.344,27.987276014554,-6.55756139755249,5.77969980239868
HF4-24-HF4-24hpf-32C_P2_F6,24,32C,1.00156321197093,HF4,0.00445076265268618,6.10835892999798,24.08,7.01047167045039,-3.13258266448975,-6.33416557312012
HF4-24-HF4-24hpf-34C_P2_A8,24,34C,0.994440984685803,HF4,0.759056656052674,6.12813514819241,26.56,10.7855024350585,-3.56903672218323,-5.16635274887085
HF4-36-HF4-36hpf-34C_P12_C10,36,34C,0.997111819917725,HF4,12.7889679498748,25.5134105332413,40.8,28.866976530468,-6.25338792800903,5.7231707572937
HF4-36-HF4-36hpf-34C_P12_D10,36,34C,1.00334376879221,HF4,12.7890547929458,23.867036081384,40.16,27.7605688463158,-6.18497657775879,5.19493770599365
HF4-36-HF4-36hpf-32C_P12_F3,36,32C,0.998892376739007,HF4,12.7891416360167,23.3489454833187,37.04,26.9111460414123,-6.71248006820679,5.73126649856567
HF4-36-HF4-36hpf-32C_P12_H6,36,32C,0.995331263096443,HF4,12.7892284790876,23.3489454833187,38.16,27.2539739125103,-6.42554712295532,5.79489088058472
HF4-36-HF4-36hpf-32C_P12_E3,36,32C,0.998002098328366,HF4,12.7893153221586,23.276328538259,38.32,25.8719839879994,-6.39961671829224,3.11143517494202
HF4-24-HF4-24hpf-32C_P2_C3,24,32C,0.999782655149648,HF4,0.00453760572361528,6.12813514819241,27.608,12.7045118978349,-3.92796897888184,-4.61724138259888
HF4-36-HF4-36hpf-32C_P12_F5,36,32C,1.00245349038157,HF4,12.7894021652295,23.3489454833187,38.32,27.2247892472586,-6.35267305374146,5.28070974349976
HF4-24-HF4-24hpf-34C_P2_G8,24,34C,0.999782655149648,HF4,3.63003503443223,13.8771345181016,35.44,22.5296038225723,-4.75455617904663,-2.90224647521973
HF4-30-HF4-30hpf-34C_P9_C9,30,34C,0.999782655149648,HF4,16.4166948997396,16.0565607406917,34.72,22.2394646794069,-5.45898056030273,-0.60546338558197
HF4-30-HF4-30hpf-32C_P9_B6,30,32C,0.994440984685803,HF4,14.4639286703232,13.8771345181016,34.4,22.1136223090657,-5.26889228820801,-2.2175121307373
HF4-24-HF4-24hpf-34C_P2_C9,24,34C,0.999782655149648,HF4,3.68390218706318,10.3425061575895,32.8,19.8756757091774,-4.67158317565918,-2.95840835571289
HF4-24-HF4-24hpf-32C_P2_B5,24,32C,0.998892376739007,HF4,0.00462444879454438,6.10882657435307,24.96,8.02821941606501,-3.37161874771118,-6.1531662940979
HF4-24-HF4-24hpf-34C_P2_H12,24,34C,0.993550706275162,HF4,1.46870559608958,13.8771345181016,35.12,21.8210930135198,-4.3908576965332,-3.85052800178528
HF4-36-HF4-36hpf-34C_P12_F10,36,34C,0.997111819917725,HF4,12.7894890083004,23.3489454833187,39.68,27.3101243357644,-6.36578273773193,5.44438600540161
HF4-24-HF4-24hpf-32C_P2_G3,24,32C,0.997111819917725,HF4,0.747680668277912,6.12985885026044,28,13.5764600618189,-4.01401901245117,-4.66850566864014
HF4-30-HF4-30hpf-34C_P9_A12,30,34C,1.00423404720285,HF4,13.0078516041781,23.3489454833187,37.84,25.4401587430297,-6.21308660507202,2.51632356643677
HF4-30-HF4-30hpf-34C_P9_B10,30,34C,1.00690488243477,HF4,13.0102499525803,23.8670261891845,40,26.5354793078652,-6.21813583374023,5.04133272171021
HF4-24-HF4-24hpf-32C_P2_H4,24,32C,0.994440984685803,HF4,0.00471129186547348,6.10882657435307,26.56,10.3262045914925,-3.75440835952759,-5.03377819061279
HF4-36-HF4-36hpf-32C_P12_H7,36,32C,1.00512432561349,HF4,12.7895758513713,25.4909348599135,36.592,26.6632656915976,-6.70275068283081,4.41158771514893
HF4-30-HF4-30hpf-32C_P9_B3,30,32C,0.992660427864521,HF4,15.9319245597895,23.276328538259,36.16,25.1561835338058,-6.22095680236816,2.3710401058197
HF4-36-HF4-36hpf-34C_P12_E12,36,34C,0.998002098328366,HF4,12.0485087536354,23.8670261891845,41.28,27.6584214807998,-6.26407766342163,4.65281343460083
HF4-24-HF4-24hpf-32C_P2_E7,24,32C,1.00245349038157,HF4,0.379166442254342,6.11502822926377,26.72,10.7842927471329,-3.77768588066101,-4.83058023452759
HF4-30-HF4-30hpf-32C_P9_F3,30,32C,0.997111819917725,HF4,11.2738981813354,16.0565607406917,34,21.2928435735288,-4.96096563339233,-2.25982046127319
HF4-36-HF4-36hpf-32C_P12_F4,36,32C,1.00245349038157,HF4,12.7896626944423,23.3489454833187,37.632,26.9961141281126,-6.72368431091309,5.59908294677734
HF4-30-HF4-30hpf-34C_P9_C10,30,34C,0.993550706275162,HF4,14.742767187133,21.0089547790769,35.92,24.1494689137505,-6.2633490562439,2.48150873184204
HF4-30-HF4-30hpf-34C_P9_D10,30,34C,0.998892376739007,HF4,16.9876754084871,23.3489454833187,36,26.0208935184531,-6.27517223358154,2.62038540840149
HF4-30-HF4-30hpf-34C_P9_E10,30,34C,1.00690488243477,HF4,3.65520162178433,16.0565607406917,36.32,24.6501890089283,-4.92077112197876,-2.83479285240173
HF4-36-HF4-36hpf-32C_P12_G6,36,32C,0.998002098328366,HF4,13.2824190652093,23.3489454833187,38.4,25.6600646709861,-6.23074388504028,2.37161111831665
HF4-24-HF4-24hpf-34C_P2_E10,24,34C,0.998892376739007,HF4,3.65537530792619,10.3425061575895,32.4,19.3514442735604,-4.90151834487915,-2.53224992752075
HF4-30-HF4-30hpf-32C_P9_E6,30,32C,1.00245349038157,HF4,17.3745940789539,20.9105629197511,36,24.6574912740156,-6.30543375015259,2.43119692802429
HF4-24-HF4-24hpf-34C_P2_F10,24,34C,0.993550706275162,HF4,1.46248089760616,6.10882657435307,26.16,9.7371777065854,-3.57640695571899,-5.0698618888855
HF4-24-HF4-24hpf-34C_P2_A12,24,34C,0.994440984685803,HF4,1.9330920093863,6.12978267193227,28.56,14.8090159701009,-4.6895432472229,-2.89853882789612
HF4-36-HF4-36hpf-34C_P12_G10,36,34C,0.997111819917725,HF4,12.7897495375132,23.867036081384,40.72,28.2357074006726,-6.24695634841919,5.35665607452393
HF4-30-HF4-30hpf-32C_P9_E3,30,32C,0.996221541507084,HF4,13.9100317149724,23.276328538259,39.36,26.2753923311371,-6.09697389602661,3.09112954139709
HF4-24-HF4-24hpf-34C_P2_H9,24,34C,0.998002098328366,HF4,3.80663924362073,10.3425061575895,32,18.9422851630662,-4.75344753265381,-2.63011312484741
HF4-36-HF4-36hpf-34C_P12_H11,36,34C,0.994440984685803,HF4,12.7203853152198,23.3489454833187,39.76,26.8395847377734,-6.24958992004395,2.82912993431091
HF4-36-HF4-36hpf-34C_P12_B11,36,34C,0.996221541507084,HF4,12.2126109447389,23.3489454833187,38.88,25.856459947154,-6.16831731796265,2.63749170303345
HF4-30-HF4-30hpf-34C_P9_D8,30,34C,1.00156321197093,HF4,16.9877622515581,16.0565607406917,34.96,22.7442040892924,-5.0086932182312,-1.7244371175766
HF4-24-HF4-24hpf-34C_P2_D9,24,34C,1.00334376879221,HF4,3.49224612263086,10.3425061575895,33.52,20.3049179787964,-4.77125692367554,-2.61718106269836
HF4-24-HF4-24hpf-32C_P2_D7,24,32C,0.998002098328366,HF4,0.00479813493640258,6.11502822926377,25.76,9.38707090566102,-3.29487752914429,-5.69759559631348
HF4-24-HF4-24hpf-32C_P2_H3,24,32C,0.996221541507084,HF4,0.872847027497087,6.12074984439379,25.44,9.00497874836522,-3.59837770462036,-5.91953754425049
HF4-24-HF4-24hpf-34C_P2_E11,24,34C,1.00245349038157,HF4,3.95364568550303,6.12074984439379,31.52,16.6924186048804,-4.07687139511108,-4.56984329223633
HF4-36-HF4-36hpf-32C_P12_D6,36,32C,1.00156321197093,HF4,12.7898363805841,23.3489454833187,37.208,27.054473061699,-6.54769277572632,4.56636953353882
HF4-30-HF4-30hpf-34C_P9_H9,30,34C,1.00512432561349,HF4,13.5792688458604,23.8670261891845,39.2,26.7235391032514,-6.46747255325317,4.93224334716797
HF4-24-HF4-24hpf-32C_P2_G4,24,32C,1.00512432561349,HF4,0.790837312643332,6.12813514819241,26.24,10.2584194989722,-3.50589561462402,-5.45146036148071
HF4-24-HF4-24hpf-32C_P2_B6,24,32C,0.995331263096443,HF4,0.91618040513567,6.10835892999798,24.48,7.13370359582951,-2.94880723953247,-7.03610706329346
HF4-24-HF4-24hpf-34C_P2_A9,24,34C,1.00245349038157,HF4,4.59411201946311,13.8771345181016,34.16,20.839349765511,-4.7341456413269,-2.46157908439636
HF4-30-HF4-30hpf-32C_P9_G3,30,32C,1.00067293356029,HF4,14.3989649517684,18.6303643744635,36,23.5676248813568,-6.35974931716919,2.56019973754883
HF4-24-HF4-24hpf-34C_P2_B11,24,34C,0.993550706275162,HF4,4.55186753224818,15.9639470963177,34,20.5267901487047,-4.81212902069092,-2.44728207588196
HF4-24-HF4-24hpf-32C_P2_D3,24,32C,0.998892376739007,HF4,16.3640880102543,66.0294950417721,96,66.3292668759765,18.420482635498,-5.98485660552979
